year,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
number,"1,007.00","1,025.00",953,966,923,874,796,825,751,863,863,867,848,769,675,655,636,624,633,639,650,709,731,716,721,715,691,675.4,641.6,620.7,640.1,559.9,496.9,495,477,438.7,451.8,496.8,465.9,444.8,470.2,471.3,484.6,436.5,435.4,438.4,406.2,357.8,326.8,302.7,272.3,260.6,249.1,230
